Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,places_visited
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,9/26/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",64 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,9/27/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",65 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,9/28/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",66 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,9/29/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",67 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,9/30/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",68 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/1/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",69 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/2/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",70 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/3/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",71 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/4/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",72 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/5/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",73 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/6/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",74 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/7/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",75 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/8/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",76 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/9/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",77 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/10/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",78 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/11/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",79 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/12/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",80 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/13/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",81 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/14/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",82 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/15/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",83 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/16/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",84 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/17/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",85 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/18/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",86 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/19/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",87 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/20/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",88 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/21/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",89 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/22/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",90 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/23/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",91 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/24/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",92 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/25/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",93 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/26/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",94 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/27/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",95 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/28/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",96 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/29/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",97 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/30/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",98 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,10/31/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",99 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,11/1/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",100 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,11/2/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",101 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,11/3/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",102 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
"11/B5/10-1 06TH LANE, HANTANA, KANDY",194,11/4/2017,7.7,THE THEVA RESIDENCY,Russian,No Negative,0,1500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,19,5,7.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ','5']",103 days,48.2037451,16.3356767,"[Sri Dalada Maligawa,Royal Botanical Garden Peradeniya,Kandy national museum,Old Royal Palace,World Buddhist Museum]"
